source,text,sentiment,confidence
youtube_comment,"Konu: Galaxy Z Flip 8'de Snapdragon İçin Güçlü Bir Kullanıcı Talebi

Samsung Mühendislik, Ürün Geliştirme ve Yönetim Ekiplerine,

Birçoğumuz için Samsung yalnızca bir akıllı telefon markası değildir. Telefonlarımızı, saatlerimizi, tabletlerimizi, kulaklıklarımızı, anılarımızı ve günlük iş akışlarımızı birbirine bağlayan dijital yaşamımızın merkezidir.

Uzun yıllardır Galaxy ekosistemini kullanan bir kullanıcı olarak, Galaxy Z Flip 8'in Türkiye pazarında Snapdragon işlemciyle sunulmasını ve diğer bölgelerdeki kullanıcılarla aynı deneyimi yaşatmasını içtenlikle talep ediyorum.

Katlanabilir cihazlar, yapıları gereği termal yönetim ve enerji verimliliği konusunda benzersiz zorluklara sahiptir. Bu kadar kompakt bir tasarımda işlemci verimliliği, sürdürülebilir performans, pil ömrü ve ısı kontrolü her zamankinden daha büyük önem taşır. Bu nedenle birçok kullanıcı Snapdragon platformunu Z Flip serisi için performans ve verimlilik arasındaki en ideal denge olarak görmektedir.

Buradaki konu yalnızca performans testleri değildir. Asıl konu güvendir. Kullanıcılar, kendi bölgelerinde satılan modelin başka ülkelerdeki sürümden farklı bir deneyim sunup sunmadığını düşünmek zorunda kalmamalıdır. Küresel ölçekte tutarlı bir deneyim sunulması, markaya duyulan güveni artırırken Galaxy serisinin premium kimliğini de güçlendirecektir.

Türkiye, Samsung ekosistemine bağlı, teknolojiye ilgi duyan ve markaya yüksek sadakat gösteren güçlü bir kullanıcı topluluğuna sahiptir. Bizler yalnızca tek bir cihaz satın almıyor, tüm Galaxy ekosistemine yatırım yapıyoruz. Bu nedenle Galaxy Z Flip 8'in Snapdragon işlemci, yüksek enerji verimliliği, güçlü yapay zeka performansı ve uzun vadeli kararlılık ile sunulmasını görmek istiyoruz.

Topluluğunuzun sesine kulak verdiğiniz için teşekkür ederiz.



Subject: A Strong Request for Snapdragon in the Galaxy Z Flip 8

To Samsung Engineering, Product Development, and Leadership Teams,

For many of us, Samsung is more than a smartphone brand. It is the center of our digital lives, connecting our phones, watches, tablets, earbuds, memories, and daily workflows into a single ecosystem.

As a long-time Galaxy user, I would like to express a strong preference for the Galaxy Z Flip 8 to be powered by Snapdragon in the Turkish market, matching the experience offered in other regions.

Foldable devices operate within unique thermal and power constraints. In such a compact design, efficiency, sustained performance, battery life, and heat management become especially important. This is why many users associate Snapdragon with the ideal balance of performance and efficiency for the Z Flip series.

The concern is not benchmarks alone. It is confidence. Users should never wonder whether their regional model delivers a different experience from the version available elsewhere. Consistency across markets strengthens trust and reinforces the premium identity of the Galaxy brand.

Turkey is home to a passionate and highly engaged Samsung community. We invest not only in individual devices but in the entire Galaxy ecosystem. We hope Samsung will reward that loyalty by delivering the best possible Z Flip 8 experience with Snapdragon, excellent efficiency, strong AI performance, and long-term reliability.

Thank you for listening to your community.",neutral,0.8704
youtube_comment,I need to get my watch to work!,neutral,0.5239
youtube_comment,A06 is slow phone,negative,0.8415
youtube_comment,Display line phone😂😂🖕,neutral,0.9448
youtube_comment,"HEY SAMSUNG - WE DIDN""T BUY GOOGLE PHONES FOR A REASON-",neutral,0.8937
youtube_comment,"create Ai camera app for samsung for in camera software, help Ai zoom, Ai Analyzis, Ai pixel, Ai capture picture voice, Ai to improve image results, Ai HDR image

Form Android 17 on ui 9",neutral,0.8491
youtube_comment,copy,neutral,0.8572
youtube_comment,copy apple 😂,neutral,0.9358
youtube_comment,Android 16,neutral,0.9273
youtube_comment,"Bro am using a 😢 Samsung galaxy A03 CORE and it barely unuseable 
Please SAMSUNG pls give me a new Samsung maybe a s26 ultra 😂
But for real tho",neutral,0.92
youtube_comment,just wow,neutral,0.8445
youtube_comment,"At Samsung, I request you to launch your next phone in the same manner.


PRODUCT CONCEPT PROPOSAL: GALAXY S27 ULTRA (ULTIMATE EDITION)Concept Designed By: Mohammad Zayad AkramAddress: Milki MohallaTarget Category: Ultra-Premium Cinematic Smartphone1. 🎥 REAR CAMERA SYSTEM SPECIFICATIONSCamera Module1. Main Camera (Wide)2. Periscope Zoom Camera3. Ultra-Wide Camera4. Telephoto CameraResolution200 MP200 MP48 MP (Fusion Ultra Wide)48 MPSensor NameSamsung ISOCELL HP0OmniVision OV50XCustom Advanced SensorCustom High-Res SensorSensor Size1/1.4 inches1/1.12 inches (Massive Size)1/2.55 inchesCustom Tele SizeOptical Capacity1x to 5x Continuous Zoom5x to 10x Continuous Zoom13 mm Focal Length (120° FOV)15x Fixed Optical ZoomDigital Capability———100x Space ZoomKey FeaturesUltra-Sensing Low-Light ModeLOFIC Technology for Sunset/HighlightsHybrid Focus Pixels & 48MP MacroHigh-Compression Long Portraits2. 🎬 VIDEO RECORDING & FRAMERATES (ALL CAMERAS ACTIVE)Video ResolutionSupported Frame Rates (FPS) across ALL CamerasSpecialized Video Features (Active on All Cameras)8K Ultra HD60fps, 30fps, 25fps, 24fpsCinematic 120FPS Video Mode (Available on UHD, QHD, FHD, HD)UHD (4K)120fps, 60fps, 30fps, 25fps, 24fpsHorizontal Lock (Horizon Leveling) @ 60, 30, 25, 24 fpsQHD (2K)120fps, 60fps, 30fps, 25fps, 24fpsSuper Steady Video Stabilization @ 60, 30, 25, 24 fpsFHD (1080p)120fps, 60fps, 30fps, 25fps, 24fpsAuto Frame Tracking ModeHD (720p)120fps, 60fps, 30fps, 25fps, 24fpsCinematic Portrait Video with 1x to 10x Continuous Optical Zoom3. 🖥️ REVOLUTIONARY DISPLAY SPECIFICATIONSDisplay ParameterCustomized Engineering FeaturesPanel TypeUHD Dynamic LTPO 3.0 AMOLED 3X DisplayScreen Profile6.9-inch completely flat display with zero-bezel structural designBrightness & Color3500 Nits Peak Brightness with Ultra HDR & 12-Bit Color Depth (68 Billion colors)Refresh RateMulti-stage adaptive fluid refresh rates (60Hz, 120Hz, and 144Hz)Glass ProtectionCorning Gorilla Armor 4 integration with high efficiency Anti-Reflective coatingPrivacy ModeHardware-integrated Privacy Display toggled via software to restrict side viewing angles4. 💎 PREMIUM BODY, PERFORMANCE & CONNECTIVITYCategoryHigh-Utility Core SpecificationsBody FrameGrade-5 Titanium Frame (High-durability structural integrity with premium ergonomics)Back PanelPremium frosted glass layered with Corning Gorilla Armor 4 protection on both sidesProcessorSnapdragon 9 Elite (Next-generation high-efficiency architecture)Data InterfaceUSB 4.0 Port (Engineered for lightning-fast 8K raw video transfers to external production rigs)StylusEmbedded S-Pen with Bluetooth connectivity for remote gestures and camera shutter controlsAudio SetupHigh-fidelity Dual Speakers tuned by AKG with full Dolby Atmos Spatial Audio profilingSoftware SuitesComprehensive suite of all Galaxy AI features (Photo Assist, Object Eraser, Live Translate)✉️ OFFICIAL MESSAGE TO THE SAMSUNG MOBILE ENGINEERING TEAM""Dear Samsung Mobile Team,The specifications detailed above represent the Galaxy S27 Ultra (Ultimate Edition) concept. This device has been carefully engineered from a creator's perspective to bridge the gap between smartphones and professional cinema cameras. By incorporating continuous optical zoom on oversized high-resolution sensors, unrestricted 8K frame rates across all lenses, and a 12-bit 144Hz display, this blueprint outlines the future of mobile technology. I hope to see these innovations implemented in upcoming production cycles.""Best Regards,Mohammad Zayad AkramMilki Mohalla",neutral,0.9096
youtube_comment,"Хорошая работа самсунг, действительно много новых технологий, браво! 👏👍",neutral,0.796
youtube_comment,Watching this video waiting for mine arrive 🤩,neutral,0.9262
youtube_comment,Galaxy A06 is bad phone no ome ui 9 and slow charging samsung is world bad company,negative,0.935
youtube_comment,"Galaxy S23: Excellent performance for 2 years, then green lines appeared out of nowhere.

Service center first said replacement was possible, then rejected it after inspection. After talking to other users, I realized this isn't an isolated case.

My friend with a Vivo V50 got proper support and even a replacement device when a display issue occurred. That's how customer care should work.

Premium price means nothing if customers are left without reliable support when problems arise. Very disappointed, Samsung.
@samsungindia  @samsungwithgalaxy  @samsung",negative,0.6688
youtube_comment,S24 price,neutral,0.9259
youtube_comment,18k dropped to sell this 80k product 😢,neutral,0.8627
youtube_comment,i bought it yesterday for 45k with flipkart supercoin offer,neutral,0.9136
youtube_comment,Worng information 😂😂😂😂 advancement  😅😅😅😅,neutral,0.932
youtube_comment,சாம்சாங் போன் கேமர சரிஇல்லை _விவோ கேமர நல்லது,neutral,0.9243
youtube_comment,Mudinjaa neengalae vaangi video podungalaen?,neutral,0.8954
youtube_comment,No offers.. showing 69000,neutral,0.9204
youtube_comment,Line varuthu anna,neutral,0.9226
youtube_comment,"24000 offer using 1 super coin+bank offer for flip black users, final price will be 43k for silver base variant.",neutral,0.9241
youtube_comment,Edhu 80k kamiya 😢,neutral,0.9316
youtube_comment,Samsung dex mode wireless work aagumma brother..,neutral,0.9051
youtube_comment,Athu yepdi brother..... Monthly emi bank card illama bye pantrathu?,neutral,0.933
youtube_comment,Bro Marupadiyum 75k poiruchu 😢,neutral,0.914
youtube_comment,Bro   same thing pixel 10 kku offers irukka nnu sollunga,neutral,0.9132
youtube_comment,I don't see any offer. Was desperate to update from my s22. I see 128gb at 74999 and 256gb at 80999.🙄,neutral,0.9199
youtube_comment,Available for ₹50299...,neutral,0.9476
youtube_comment,Na patha tech channels la yae best video quality unga kitta tha iruku..enna camera bro use pandringa,positive,0.5833
youtube_comment,"Price drop 18k vaa, na price drop agi selling price 18k nu shock aitan",negative,0.8611
youtube_comment,My Feverit Phone S25 But Vangathan Salli Illa,neutral,0.9221
youtube_comment,4000 mah 4 hours varum,neutral,0.9226
youtube_comment,Brightness aur volume me number nahi dikhata,neutral,0.9128
youtube_comment,Bhai bangladesh me a16 4g ke 8.5 kewa awega  ? Awega kab kus jante ho to batao bhaiwa plese 🙏🙏,neutral,0.8483
youtube_comment,Amazing video,neutral,0.79
youtube_comment,F15 5g me kab aayaga,neutral,0.9224
youtube_comment,Wow,neutral,0.8763
youtube_comment,2nd comment,neutral,0.8962
youtube_comment,Second like,neutral,0.9081
youtube_comment,Good video bhai,neutral,0.5964
youtube_comment,I’m not updating nothing I just able to go back to 14 ui 6.1 root Odin yesterday,neutral,0.9258
youtube_comment,My cousin laughed at me for reading Smart Broke Dumb Rich by Zor Veyl. Funny thing is he asked to borrow money again last month. I said no without any guilt this time.,neutral,0.8199
youtube_comment,"I always saw myself as the responsible type. Paid bills early, worked hard, saved a bit every month. After reading Smart Broke Dumb Rich by Zor Veyl I realized I was just a well behaved poor person following rules made to keep me there forever.",neutral,0.7688
youtube_comment,Samsung deliberately separate apps update and you cannot manually install the latest update even if you have downloaded the latest version on apk mirror,neutral,0.9254
youtube_comment,Got it on my S24+,neutral,0.8535
youtube_comment,I used to believe rich people were lucky or corrupt. After reading Smart Broke Dumb Rich by Zor Veyl I see it is mostly financial literacy. The kind they deliberately keep out of schools so regular people stay stuck.,neutral,0.7158
youtube_comment,Reading Smart Broke Dumb Rich by Zor Veyl hit me hard. I finally understood my parents were not bad with money. They just never got the right information. The game was rigged before they even started.,neutral,0.7206
youtube_comment,"My phone's got One UI installed which means our screens do't match, and makes your vid of no use to me.",negative,0.5628
youtube_comment,"My S21+ does not have the update, nor is it being offered. Frankly, I don't want Call Screening or a damn A.I. answering a call I won't want answered at all.",neutral,0.8749
youtube_comment,I have gotten the update on my galaxy a26,neutral,0.8956
youtube_comment,Nope dont want any AI on my phone thanks,neutral,0.7809
youtube_comment,The possible issue with Call Screening is No Ring.    I had an issue a few days ago where I was waiting for a Support Callback.   It happened twice where they would Call Back however phone never rang letting me know of the incoming call.  I just got a notification of a New Voice Message.  S25 Ultra.,neutral,0.8597
youtube_comment,"After update, there are problems related to apps like YouTube and Instagram (comments not loading, few icons missing, thumbnails missing)😑 
S22 PLUS",negative,0.9591
youtube_comment,🤔 Does AI stop listening when you take the call,neutral,0.8786
youtube_comment,"I have the S26 Ultra running Android 17 & One UI 9.0 my update says 18.0.00.110
& also a lot of the GoodLock plug-ins Navstar, Notistar, Multistar, & Quickstar don't even work with One UI 9.0. 😤",neutral,0.9417
youtube_comment,Mine is version 16.2 and the rest 17.6...,neutral,0.9393
youtube_comment,My versions are 18.0 so mine is much newer,neutral,0.925
youtube_comment,S25 or s26??,neutral,0.8796
youtube_comment,Well it's no longer a secret now is it well the secret is out our phone app has been updated now we can do phone things that we did before but different or something,neutral,0.8895
youtube_comment,Only on version 16 here.,neutral,0.9456
youtube_comment,11k lang samsung a37  at 15k naman sa a57 sa 6.6 lazada  haha,neutral,0.9126
youtube_comment,Nationwide po ba promo ng samsung?,neutral,0.8713
youtube_comment,Sir not available S10 FE+,neutral,0.9268
youtube_comment,"mahal pa din. Orange App plus voucher umabot nlng si Samsung 37 5g (128) 10,800 fo my niece. ito yung Orange App 6.6

yung Samsung 57 5g (256) umabot nlng sa akin 18k. sa 9.9 ko kukunin kung meron pa mega sales si orange app.",neutral,0.8931
youtube_comment,"Waching  with my A57 ❤❤❤❤❤❤,",neutral,0.8318
youtube_comment,Ang mahal ng A series nila pag sa store bibili. Kumpara sa shopee na sobrang mura.,neutral,0.9043
youtube_comment,"Ang taas na nga presyo tapos exynos chipset, greenline, nakakawalang gana samsung",neutral,0.8354
youtube_comment,Basura kasi specs exynos pwee,neutral,0.9247
youtube_comment,bought a57 12 sa shopee 6.6,neutral,0.9306
youtube_comment,Dami ng kalaban ng samsung kaya bagsak presyo na sila,neutral,0.9157
youtube_comment,Hahaha! less kuno!! 😮,neutral,0.8958
youtube_comment,Marketing strategy.. 😮,neutral,0.9404
youtube_comment,Discounted na pero ang mamahal paden😅😅,neutral,0.8709
youtube_comment,grabe presyohan sa samsung😂,neutral,0.9174
youtube_comment,next vlog boss iphone series na man,neutral,0.903
youtube_comment,"8700 ko nakuha sa shopee kahapon ang a37 8gb 128gb, online kung gusto nio maka save",neutral,0.8737
youtube_comment,Sana magbigay ka Naman ng 📱 c.p😅,neutral,0.9176
youtube_comment,Pwede ba include trade in then balance cc?,neutral,0.9321
youtube_comment,May discount pa rin ba kung via maya ang payment?,neutral,0.8987
youtube_comment,Wrong info to!,neutral,0.5828
youtube_comment,My first phone was a Samsung s3… now a days i have switched sides to an iPhone 15 pro,neutral,0.9291
youtube_comment,"I still have S2 HD.
This thing is working fine with new battery. This thing refuse to die. This thing can survive apocalypse",neutral,0.7726
youtube_comment,"15:49 I swear that ""clouds"" notification sound is trying to be a Mac boot sound from like, 1992, but pitched up.",neutral,0.8589
youtube_comment,15:55 aw yip. Wine Bottle and Chopsticks,neutral,0.9127
youtube_comment,"I remember getting iOS 9 on my 4s, that was more than just a little chonky, it was unusable",negative,0.5229
youtube_comment,REMIX!,neutral,0.9178
youtube_comment,"My first phone was a samsung galaxy duos,it had 2 sim but i only ever used it to play some game called hill climb racing",neutral,0.9198
youtube_comment,"i loved those old ericsson phones, with that headphone dongle that clipped on your shirt and the sony buds. My first experience with like a stereo system inside my ears",neutral,0.9158
youtube_comment,19:08 a rain-BOA (please laugh),neutral,0.9082
youtube_comment,15:23 Not the supermarket sound haha ,neutral,0.8816
youtube_comment,"5:09 my HTC Rezound had 342 ppi and came out a year earlier, suck it Apple! lol I miss peak HTC smartphone era",neutral,0.8474
youtube_comment,"15:30 ""What he say? What he say?""",neutral,0.8875
youtube_comment,Trigger Warning: THIS THING RUNS TOUCHWIZ! RUN!!!,neutral,0.7243
youtube_comment,"The miniature for me, as a mexican:

*SAMSUNG YEES*",neutral,0.9224
youtube_comment,"hearing the ringtones and notifications brings me so many memories, I grew up in a household where everyone used a samsung except for my cousin, she used an iPhone.",neutral,0.9219
youtube_comment,"Random fact; me, a nobody working in a mobile phone retailer forced Samsung to make the Galaxy S2 a good phone. I saw the pre release model and slated it so bad the dev team fixed it and sent the rep to see me for approval. This is why I loved Samsung, lately however they seem to have stopped listening to their consumers and right now I don't think I'll be buying another Samsung",negative,0.5342
youtube_comment,"That ringtone at 14:23 is still to this day the default ringtone on Zebra work phones used in retail, and it is forever etched in my memory from my time as an order puller at American Bunnings:tm: as a sort of wake word for ""Ah crap someone needs me for my forklift license again""",neutral,0.9068
youtube_comment,Honestly apart from the stuttering the mic on the galaxy is surprisingly good,neutral,0.7745
youtube_comment,15:30 Back then when Samsubg still shipped the AOSP ringones. I always had set Organ Dub as my ringtone and On Time for notifications.,neutral,0.9323
youtube_comment,"the magic for me wasn't the high end stuff, but the entry level galaxy ACE. it was fickle and very limited... but included some features that the flagship didn't because it was a proving ground and certain things were better on them because of it.",neutral,0.8712
youtube_comment,Samsung galaxy a17 waterproof Hai ki nahin,neutral,0.9189
youtube_comment,Finger nahi kam Karta hai,neutral,0.9148
youtube_comment,Ajj a17 buy kiya but adopter nehi thaa 😢,neutral,0.8154
youtube_comment,Boring review,neutral,0.9126
youtube_comment,Bhai adaptor nahi ata abhi,neutral,0.9192
youtube_comment,Adaptor nhi aaya sir,neutral,0.9127
youtube_comment,Replace the wood table with stone table.,neutral,0.934
youtube_comment,Sorry to say but you need to wear something under your t shirt,neutral,0.8904
youtube_comment,La yahoo,neutral,0.9267
youtube_comment,So good ❤❤,positive,0.5251
youtube_comment,❤,neutral,0.9052
youtube_comment,Which app do you use to check the device specs of your phone?,neutral,0.9421
youtube_comment,Mai purchased kr liya aaj,neutral,0.8888
youtube_comment,Mala adapter box madhe nahi dil. Me ky karu😭,neutral,0.9048
youtube_comment,Pakistan mein 62 hazr ka mila hai,neutral,0.8956
youtube_comment,maine bhi yah cal mobile liya hai packing mein charger nahin tha,neutral,0.9031
youtube_comment,"A 17 सबसे खराब मोबाइल चार्जिंग स्पीड भी 2 घंटे ले लेता हे चार्ज होने में , कैमरा भी खराब हे , 5g नेटवर्क भी छोड़ देता बाकी मोबाइल की तुलना में । मैने 3 दिन पहले ही लिया सबसे बेकार हे । आज तक के मेरे इस्तेमाल में सबसे खराब मोबाइल लगा मुझे । चार्जर भी सैमसंग का हे 25 वाट फिर भी 2 घंटे से ज्यादा लेता हे",neutral,0.8407
youtube_comment,Samsung f17 5g review please,neutral,0.9362
youtube_comment,I bought this phone and I'm loving it is as good as any 25000 30000 phone if you're no a gamwr,neutral,0.5829
youtube_comment,Today purchase 😊,neutral,0.9406
youtube_comment,"বাপরে বাপ। Samsung তো দেখি আমার মনে মোবাইল নিয়ে বিভিন্ন সমস্যা, যেগুলো মনে হয় কোনোদিন সম্ভব হবে না, সেগুলোর সমাধান দিয়ে দিয়েছে।",positive,0.5798
youtube_comment,"ভাই, ভিডিও এবং প্রাইভেসি স্ক্রিন ছাড়া প্রায় অন্যান্য সব ২৫ আল্টাতে আসছে আপডেটের পর।",neutral,0.7899
youtube_comment,Oppo Reno 16 pro please review brother❤❤,neutral,0.941
youtube_comment,Green line issu hoitece ki😢,neutral,0.9299
youtube_comment,"1lakh 50 hajar de othar lagi Amar etha phone kina lagbo na Bai , 30 hajar takar bajeter phone ow Amar lagi best because Amar otho tha kicco lagtho nay",neutral,0.8517
youtube_comment,Aie tar orginal Bd price koto?,neutral,0.8973
youtube_comment,Samsung overall king not appol,neutral,0.9456
youtube_comment,Samsung is King,neutral,0.9337
youtube_comment,প্রাইস কত,neutral,0.8902
youtube_comment,আইফোনের ক্যামেরায় জীবনে যেতে পারবে না স্যামসাং,neutral,0.8705
youtube_comment,Samsung s26 & s26 ultra ki green line issue ace?,neutral,0.919
youtube_comment,এক কথায় অসাধারণ 😮❤,neutral,0.8933
youtube_comment,ফোনটা অনেক ভালো লাগে❤,neutral,0.8761
youtube_comment,"আমি ব্যবহার করি হাং চাসাং A73 5G,
মাঝে মাঝে আমাকে ছাড়াই নিজে নিজেই চলে😂😂",neutral,0.8743
youtube_comment,"dd
honer review",neutral,0.9038
youtube_comment,Valo na phone ata gaming a oneknbad response Kore jeta iPhone a valo performance de,neutral,0.8589
youtube_comment,২২  নিয়া আছি।। ❤❤❤❤❤,neutral,0.8962
youtube_comment,Samsung galaxy ❤️❤️,neutral,0.9306
youtube_comment,স্যামসাং তো ভালো লাগে না ভাই আমার,positive,0.573
youtube_comment,❤❤❤❤,neutral,0.9052
youtube_comment,"Don’t worry about switching from other side. It’s actually easy, fast, fun and simple. Learn more: http://smsng.co/why-galaxy",neutral,0.8953
youtube_comment,"“Hi, I don’t really want to be here right now” 3:44",neutral,0.8186
youtube_comment,I gave samsung galaxy A90,neutral,0.904
youtube_comment,3:24 I WILL BLOCK YOU 👀,neutral,0.8311
youtube_comment,استهزاء بشركة آبل 😅,neutral,0.8999
youtube_comment,1ggjghgtyy5t 1:57,neutral,0.8829
youtube_comment,☺️,neutral,0.9052
youtube_comment,Me at 5 years old i have a samsung Galaxy a12,neutral,0.9287
youtube_comment,3:20 made me wanna clear my throat,neutral,0.801
youtube_comment,Do you all guys know? Apple Hired Samsung to make their Displays (to make iPhone Display) they Arent enemies but On the internet they Act Like Enemies but they are not Enemies.,neutral,0.8255
youtube_comment,Anyone got this recommended,neutral,0.9151
youtube_comment,1:59 Ain't no way that we got Google's apps in Samsung😂,neutral,0.9014
youtube_comment,"😭theyre outright dissing apple, wth dude..leave Apple alone 🥀",negative,0.5334
youtube_comment,samsung knox is so tuff,neutral,0.883
youtube_comment,why should i switch to galaxy,neutral,0.92
youtube_comment,you can just call me -ringtone starts playing had me dying,neutral,0.9135
youtube_comment,😅,neutral,0.9052
youtube_comment,Meet: yep! You can just call me *ringtone* 😂😂😂😂😂😂😂😂,neutral,0.9328
youtube_comment,Sponsor me Samsung so I could design a phone for the fans please my subscribers are 24 subscribers so I want you to add me just like you did with bts but I want it custom made with a ringtone and others they love me and plus a custom phone case signature King Barry. Samsung if you reading this I love your product.,neutral,0.8969
youtube_comment,2:33 internet is a browser,neutral,0.9055
